Id	Cvs[1]	Cvs[2]	Cvs[3]	CvContent[1]	CvContent[2]	CvContent[3]
103115	103115	203115	303115	日安，指挥官。	日安，指挥官。	日安，指挥官。
103116	103116	203116	303116	今天也要为收复地球而努力哦。	今天也要为收复地球而努力哦。	今天也要为收复地球而努力哦。
103117	103117	203117	303117	请您下达命令吧，指挥官。	请您下达命令吧，指挥官。	请您下达命令吧，指挥官。
103118	103118	203118	303118	嗯，你来啦~	嗯，你来啦~	嗯，你来啦~
103119	103119	203119	303119	原来你会回来啊……	原来你会回来啊……	原来你会回来啊……
103120	103120	203120	303120	如果遇到什么困难别想着自己一个人去解决，你明明还有我、我们的……	如果遇到什么困难别想着自己一个人去解决，你明明还有我、我们的……	如果遇到什么困难别想着自己一个人去解决，你明明还有我、我们的……
103121	103121	203121	303121	我差点就相信他们说你不会回来的话了……	我差点就相信他们说你不会回来的话了……	我差点就相信他们说你不会回来的话了……
103122	103122	203122	303122	我深信你会回来的，谢谢你回来了……	我深信你会回来的，谢谢你回来了……	我深信你会回来的，谢谢你回来了……
103151	103151	203151	303151	我要保护大家……	我要保护大家……	我要保护大家……
103152	103152	203152	303152	我能做到的。	我能做到的。	我能做到的。
103153	103153	203153	303153	尽我所能，消灭。	尽我所能，消灭。	尽我所能，消灭。
103154	103154	203154	303154	就让星辰为你们指引前往深渊的道路。	就让星辰为你们指引前往深渊的道路。	就让星辰为你们指引前往深渊的道路。
103155	103155	203155	303155	没事的……	没事的……	没事的……
103156	103156	203156	303156	现在有些危险。	现在有些危险。	现在有些危险。
103157	103157	203157	303157	我……不要……	我……不要……	我……不要……
103158	103158	203158	303158	丽芙，进入支援模式。	丽芙，进入支援模式。	丽芙，进入支援模式。
103159	103159	203159	303159	我也可以……！	我也可以……！	我也可以……！
103160	103160	203160	303160	我要保护大家……	我要保护大家……	我要保护大家……
103161	103161	203161	303161	我能做到的。	我能做到的。	我能做到的。
103162	103162	203162	303162	尽我所能，消灭。	尽我所能，消灭。	尽我所能，消灭。
103163	103163	203163	303163	就让星辰为你们指引前往深渊的道路。	就让星辰为你们指引前往深渊的道路。	就让星辰为你们指引前往深渊的道路。
103164	103164	203164	303164	没事的……	没事的……	没事的……
103165	103165	203165	303165	现在有些危险。	现在有些危险。	现在有些危险。
103166	103166	203166	303166	我……不要……	我……不要……	我……不要……
103167	103167	203167	303167	丽芙，进入支援模式。	丽芙，进入支援模式。	丽芙，进入支援模式。
103168	103168	203168	303168	我也可以……！	我也可以……！	我也可以……！
103169	103169	203169	303169	刚才丽芙应该没有拖大家后腿吧……	刚才丽芙应该没有拖大家后腿吧……	刚才丽芙应该没有拖大家后腿吧……
103123	103123	203123	303123	我会继续努力的。	我会继续努力的。	我会继续努力的。
103124	103124	203124	303124	虽然不及露西亚他们，但我会追上去的。	虽然不及露西亚他们，但我会追上去的。	虽然不及露西亚他们，但我会追上去的。
103125	103125	203125	303125	这样的话……我也稍微变强了？	这样的话……我也稍微变强了？	这样的话……我也稍微变强了？
103126	103126	203126	303126	战斗能力提高了……指挥官。 	战斗能力提高了……指挥官。 	战斗能力提高了……指挥官。 
103127	103127	203127	303127	这个真的要给我吗…既然您这么说的话，谢谢。	这个真的要给我吗…既然您这么说的话，谢谢。	这个真的要给我吗…既然您这么说的话，谢谢。
101001	101001	201001	301001	你就是新指挥官啊……别犯蠢就好了。	你就是新指挥官啊……别犯蠢就好了。	你就是新指挥官啊……别犯蠢就好了。
101002	101002	201002	301002	没什么。	没什么。	没什么。
101003	101003	201003	301003	哦	哦	哦
101004	101004	201004	301004	哼~	哼~	哼~
101005	101005	201005	301005	嗯？！	嗯？！	嗯？！
101006	101006	201006	301006	这是当然的。	这是当然的。	这是当然的。
101007	101007	201007	301007	感觉还不错，希望能继续加强	感觉还不错，希望能继续加强	感觉还不错，希望能继续加强
101008	101008	201008	301008	不过如此，还有提升空间。	不过如此，还有提升空间。	不过如此，还有提升空间。
101009	101009	201009	301009	这个行动模式，今后可以常用。	这个行动模式，今后可以常用。	这个行动模式，今后可以常用。
101010	101010	201010	301010	嗯，挺趁手的，不错。	嗯，挺趁手的，不错。	嗯，挺趁手的，不错。
101011	101011	201011	301011	指挥官，看看右上角，来邮件了。	指挥官，看看右上角，来邮件了。	指挥官，看看右上角，来邮件了。
101012	101012	201012	301012	嗯，选择我是正确的决定。	嗯，选择我是正确的决定。	嗯，选择我是正确的决定。
101013	101013	201013	301013	队长吗？我当然可以胜任了。	队长吗？我当然可以胜任了。	队长吗？我当然可以胜任了。
101014	101014	201014	301014	有奖励，快去领吧。	有奖励，快去领吧。	有奖励，快去领吧。
101015	101015	201015	301015	完成任务是有奖励的，你不会不知道吧？	完成任务是有奖励的，你不会不知道吧？	完成任务是有奖励的，你不会不知道吧？
101016	101016	201016	301016	战术和战略是不同的东西……不过我想你也不明白就是了。	战术和战略是不同的东西……不过我想你也不明白就是了。	战术和战略是不同的东西……不过我想你也不明白就是了。
101017	101017	201017	301017	能免则免是我的对事方法。	能免则免是我的对事方法。	能免则免是我的对事方法。
101018	101018	201018	301018	听说人类晚上如果不睡觉的话，会导致毛发脱落。	听说人类晚上如果不睡觉的话，会导致毛发脱落。	听说人类晚上如果不睡觉的话，会导致毛发脱落。
101019	101019	201019	301019	早上好，请问您做好战斗的准备了吗？	早上好，请问您做好战斗的准备了吗？	早上好，请问您做好战斗的准备了吗？
101020	101020	201020	301020	歇一会儿吧，不然你下午的战斗能支撑得住？	歇一会儿吧，不然你下午的战斗能支撑得住？	歇一会儿吧，不然你下午的战斗能支撑得住？
101021	101021	201021	301021	听说人类晚上如果不睡觉的话，会导致毛发脱落。	听说人类晚上如果不睡觉的话，会导致毛发脱落。	听说人类晚上如果不睡觉的话，会导致毛发脱落。
101022	101022	201022	301022	我昨晚对感染体做了些分析，一会儿给你	我昨晚对感染体做了些分析，一会儿给你	我昨晚对感染体做了些分析，一会儿给你
101023	101023	201023	301023	我们是构造体，不休息也可以的。	我们是构造体，不休息也可以的。	我们是构造体，不休息也可以的。
101024	101024	201024	301024	我可不是单纯的分析型，我的战斗力也很强。	我可不是单纯的分析型，我的战斗力也很强。	我可不是单纯的分析型，我的战斗力也很强。
101025	101025	201025	301025	你不需要太照顾我们，毕竟对我们来说你更加重要。	你不需要太照顾我们，毕竟对我们来说你更加重要。	你不需要太照顾我们，毕竟对我们来说你更加重要。
101026	101026	201026	301026	我不被允许有那些杂七杂八的念头，有时候就猜不中你在想什么，所以你一定要直接把你想些什么说给我听	我不被允许有那些杂七杂八的念头，有时候就猜不中你在想什么，所以你一定要直接把你想些什么说给我听	我不被允许有那些杂七杂八的念头，有时候就猜不中你在想什么，所以你一定要直接把你想些什么说给我听
101027	101027	201027	301027	留在了这个部队，是我做的最正确的事情。	留在了这个部队，是我做的最正确的事情。	留在了这个部队，是我做的最正确的事情。
101028	101028	201028	301028	我希望人类全部都能像你一样，但是也想你是独一无二的。	我希望人类全部都能像你一样，但是也想你是独一无二的。	我希望人类全部都能像你一样，但是也想你是独一无二的。
101029	101029	201029	301029	只要有你在，我就会势如破竹，无人可挡。	只要有你在，我就会势如破竹，无人可挡。	只要有你在，我就会势如破竹，无人可挡。
101030	101030	201030	301030	我说不出许诺的话来，但是我做的一切都是为了能给你许诺一个未来。	我说不出许诺的话来，但是我做的一切都是为了能给你许诺一个未来。	我说不出许诺的话来，但是我做的一切都是为了能给你许诺一个未来。
101031	101031	201031	301031	你看上去还是挺能打的。	你看上去还是挺能打的。	你看上去还是挺能打的。
101032	101032	201032	301032	如果接下来的战斗你活下来了，我可以考虑再对你温和一点。	如果接下来的战斗你活下来了，我可以考虑再对你温和一点。	如果接下来的战斗你活下来了，我可以考虑再对你温和一点。
101033	101033	201033	301033	跟你相处比上一个指挥官来得轻松一点，也不是坏事	跟你相处比上一个指挥官来得轻松一点，也不是坏事	跟你相处比上一个指挥官来得轻松一点，也不是坏事
101034	101034	201034	301034	你要记着，这只是为了更好的战斗罢了。	你要记着，这只是为了更好的战斗罢了。	你要记着，这只是为了更好的战斗罢了。
101035	101035	201035	301035	好了好了，我知道我们关系很好。	好了好了，我知道我们关系很好。	好了好了，我知道我们关系很好。
101036	101036	201036	301036	这不是你对着那些人类会用的招数吗？怎么全用在我身上了……	这不是你对着那些人类会用的招数吗？怎么全用在我身上了……	这不是你对着那些人类会用的招数吗？怎么全用在我身上了……
101037	101037	201037	301037	我是你关系最好的吗？	我是你关系最好的吗？	我是你关系最好的吗？
101038	101038	201038	301038	我应该是你唯一一个关系这么好的吧？	我应该是你唯一一个关系这么好的吧？	我应该是你唯一一个关系这么好的吧？
101039	101039	201039	301039	不是特意准备的，只是觉得你可能会需要。	不是特意准备的，只是觉得你可能会需要。	不是特意准备的，只是觉得你可能会需要。
101040	101040	201040	301040	顺手带了回来，没地方放，就给你吧。	顺手带了回来，没地方放，就给你吧。	顺手带了回来，没地方放，就给你吧。
101041	101041	201041	301041	我就是临时分析了一下觉得你会喜欢，就带回来了……	我就是临时分析了一下觉得你会喜欢，就带回来了……	我就是临时分析了一下觉得你会喜欢，就带回来了……
101042	101042	201042	301042	干什么看着我，再看我可就拿回来了。	干什么看着我，再看我可就拿回来了。	干什么看着我，再看我可就拿回来了。
101043	101043	201043	301043	指挥官，你这是在玩忽职守吗？	指挥官，你这是在玩忽职守吗？	指挥官，你这是在玩忽职守吗？
101044	101044	201044	301044	人呢？去偷懒了吗？	人呢？去偷懒了吗？	人呢？去偷懒了吗？
101045	101045	201045	301045	好好工作啊，指挥官。	好好工作啊，指挥官。	好好工作啊，指挥官。
101046	101046	201046	301046	怎么，难道还要我哄你你才会回来工作吗？	怎么，难道还要我哄你你才会回来工作吗？	怎么，难道还要我哄你你才会回来工作吗？
101047	101047	201047	301047	长时间的意识连接对脑部有负担，崩溃了可别怪我没提醒你。	长时间的意识连接对脑部有负担，崩溃了可别怪我没提醒你。	长时间的意识连接对脑部有负担，崩溃了可别怪我没提醒你。
101048	101048	201048	301048	已经连接很久了，你不需要休息一下吗？	已经连接很久了，你不需要休息一下吗？	已经连接很久了，你不需要休息一下吗？
101049	101049	201049	301049	别以为你和我们一样啊，意识连接太久会对你造成负担的，歇一会儿吧。	别以为你和我们一样啊，意识连接太久会对你造成负担的，歇一会儿吧。	别以为你和我们一样啊，意识连接太久会对你造成负担的，歇一会儿吧。
101050	101050	201050	301050	你啊，别太逞强，长时间的意识连接会给你造成伤害，我不是说过很多次了吗？	你啊，别太逞强，长时间的意识连接会给你造成伤害，我不是说过很多次了吗？	你啊，别太逞强，长时间的意识连接会给你造成伤害，我不是说过很多次了吗？
101051	101051	201051	301051	准备开始新一天的作战了，指挥官	准备开始新一天的作战了，指挥官	准备开始新一天的作战了，指挥官
101052	101052	201052	301052	等你很久了，先陪我分析下昨天带回来的感染体标本怎么样？	等你很久了，先陪我分析下昨天带回来的感染体标本怎么样？	等你很久了，先陪我分析下昨天带回来的感染体标本怎么样？
101053	101053	201053	301053	来了？今天一整天我都会陪着你的，想干什么就去吧。	来了？今天一整天我都会陪着你的，想干什么就去吧。	来了？今天一整天我都会陪着你的，想干什么就去吧。
101054	101054	201054	301054	我才没有一直在这里等你过来。	我才没有一直在这里等你过来。	我才没有一直在这里等你过来。
101055	101055	201055	301055	这次的外出任务需要这么久吗？	这次的外出任务需要这么久吗？	这次的外出任务需要这么久吗？
101056	101056	201056	301056	你怎么去了这么久……	你怎么去了这么久……	你怎么去了这么久……
101057	101057	201057	301057	哼，你到还是记得我？这么久都没回来。	哼，你到还是记得我？这么久都没回来。	哼，你到还是记得我？这么久都没回来。
101058	101058	201058	301058	你怎么去了这么久……我还以为你不会回来……咳，回来就好。	你怎么去了这么久……我还以为你不会回来……咳，回来就好。	你怎么去了这么久……我还以为你不会回来……咳，回来就好。
101059	101059	201059	301059	你干什么！？	你干什么！？	你干什么！？
101060	101060	201060	301060	三天不打上房揭瓦？	三天不打上房揭瓦？	三天不打上房揭瓦？
101061	101061	201061	301061	喂喂喂……玩够了吧？	喂喂喂……玩够了吧？	喂喂喂……玩够了吧？
101062	101062	201062	301062	你还真是玩不腻啊。	你还真是玩不腻啊。	你还真是玩不腻啊。
101063	101063	201063	301063	适可而止！	适可而止！	适可而止！
101064	101064	201064	301064	多动症吗你！	多动症吗你！	多动症吗你！
101065	101065	201065	301065	有什么好戳的？	有什么好戳的？	有什么好戳的？
101066	101066	201066	301066	你等着，等以后能真的见到你，我可要戳回本。	你等着，等以后能真的见到你，我可要戳回本。	你等着，等以后能真的见到你，我可要戳回本。
101067	101067	201067	301067	活跃度满了，记得去领奖励	活跃度满了，记得去领奖励	活跃度满了，记得去领奖励
101068	101068	201068	301068	嗯，我觉得我枪法不错。	嗯，我觉得我枪法不错。	嗯，我觉得我枪法不错。
101069	101069	201069	301069	不错，活着回来了。	不错，活着回来了。	不错，活着回来了。
101070	101070	201070	301070	电力能源不够我们怎么出战？	电力能源不够我们怎么出战？	电力能源不够我们怎么出战？
101071	101071	201071	301071	……看着我干什么？	……看着我干什么？	……看着我干什么？
101072	101072	201072	301072	没事做的话就去锻炼一下自己的精神能力。	没事做的话就去锻炼一下自己的精神能力。	没事做的话就去锻炼一下自己的精神能力。
101073	101073	201073	301073	回神了没？	回神了没？	回神了没？
101074	101074	201074	301074	指挥官应该不是就这样坐着的工作吧？	指挥官应该不是就这样坐着的工作吧？	指挥官应该不是就这样坐着的工作吧？
101075	101075	201075	301075	休息够了就继续战斗吧。	休息够了就继续战斗吧。	休息够了就继续战斗吧。
101076	101076	201076	301076	你很闲？那和我来一场训练赛怎么样？	你很闲？那和我来一场训练赛怎么样？	你很闲？那和我来一场训练赛怎么样？
101077	101077	201077	301077	怎么总是在这里发呆？	怎么总是在这里发呆？	怎么总是在这里发呆？
101078	101078	201078	301078	指挥官的工作室挺累的，如果你不舒服了就一定要说。	指挥官的工作室挺累的，如果你不舒服了就一定要说。	指挥官的工作室挺累的，如果你不舒服了就一定要说。
101079	101079	201079	301079	是你带领我们作战，很幸运。	是你带领我们作战，很幸运。	是你带领我们作战，很幸运。
101080	101080	201080	301080	有什么困难一定要跟我说，别自己傻扛着。	有什么困难一定要跟我说，别自己傻扛着。	有什么困难一定要跟我说，别自己傻扛着。
101081	101081	201081	301081	你说的话我都会记住的，无论是命令，还是其他的话。	你说的话我都会记住的，无论是命令，还是其他的话。	你说的话我都会记住的，无论是命令，还是其他的话。
101082	101082	201082	301082	耳机里放着什么？不…不是，这不是耳机！里面也没在放什么！	耳机里放着什么？不…不是，这不是耳机！里面也没在放什么！	耳机里放着什么？不…不是，这不是耳机！里面也没在放什么！
101083	101083	201083	301083	我从不轻易许诺……可是我却想在你这里获得一个诺言……	我从不轻易许诺……可是我却想在你这里获得一个诺言……	我从不轻易许诺……可是我却想在你这里获得一个诺言……
101084	101084	201084	301084	对比人类，我们的生命长到不可思议……我若能占据你生命的一大半光阴……	对比人类，我们的生命长到不可思议……我若能占据你生命的一大半光阴……	对比人类，我们的生命长到不可思议……我若能占据你生命的一大半光阴……
101085	101085	201085	301085	我并不需要套近乎。	我并不需要套近乎。	我并不需要套近乎。
101086	101086	201086	301086	你的那些手段我知道的，不需要全部都给我看。	你的那些手段我知道的，不需要全部都给我看。	你的那些手段我知道的，不需要全部都给我看。
101087	101087	201087	301087	嗯……其实我也并不排斥这样。	嗯……其实我也并不排斥这样。	嗯……其实我也并不排斥这样。
101088	101088	201088	301088	对于你，我好像也习惯了。	对于你，我好像也习惯了。	对于你，我好像也习惯了。
101089	101089	201089	301089	跟你亲近一点倒也没什么。	跟你亲近一点倒也没什么。	跟你亲近一点倒也没什么。
101090	101090	201090	301090	想更多的了解你……	想更多的了解你……	想更多的了解你……
101091	101091	201091	301091	我很高兴你也愿意继续了解我……	我很高兴你也愿意继续了解我……	我很高兴你也愿意继续了解我……
101092	101092	201092	301092	愿余生我依旧伴你左右。	愿余生我依旧伴你左右。	愿余生我依旧伴你左右。
101093	101093	201093	301093	我的意识海里，永远住着一个你。	我的意识海里，永远住着一个你。	我的意识海里，永远住着一个你。
101094	101094	201094	301094	顺手带了过来，没地方放，就给你吧	顺手带了过来，没地方放，就给你吧	顺手带了过来，没地方放，就给你吧
101095	101095	201095	301095	我记得你好像说过想要这个。	我记得你好像说过想要这个。	我记得你好像说过想要这个。
101096	101096	201096	301096	喏，这回别说我没给你带礼物了~	喏，这回别说我没给你带礼物了~	喏，这回别说我没给你带礼物了~
101097	101097	201097	301097	你说的我可都记着，是这个没错吧？	你说的我可都记着，是这个没错吧？	你说的我可都记着，是这个没错吧？
101098	101098	201098	301098	工作时间不在工作岗位？	工作时间不在工作岗位？	工作时间不在工作岗位？
101099	101099	201099	301099	有什么困难处理不了吗？别自己一个人苦恼，我来帮你吧。	有什么困难处理不了吗？别自己一个人苦恼，我来帮你吧。	有什么困难处理不了吗？别自己一个人苦恼，我来帮你吧。
101100	101100	201100	301100	你突然安静下来我反而不太习惯……做点什么啊？	你突然安静下来我反而不太习惯……做点什么啊？	你突然安静下来我反而不太习惯……做点什么啊？
101101	101101	201101	301101	你还在吗？别吓我啊……	你还在吗？别吓我啊……	你还在吗？别吓我啊……
101102	101102	201102	301102	这么无休止的工作对你有什么好处？	这么无休止的工作对你有什么好处？	这么无休止的工作对你有什么好处？
101103	101103	201103	301103	对于工作上心是好事，不过也多注意下自己身体吧。	对于工作上心是好事，不过也多注意下自己身体吧。	对于工作上心是好事，不过也多注意下自己身体吧。
101104	101104	201104	301104	放心吧，我会保护你的，你不需要强迫自己拼命，休息一会儿吧。	放心吧，我会保护你的，你不需要强迫自己拼命，休息一会儿吧。	放心吧，我会保护你的，你不需要强迫自己拼命，休息一会儿吧。
101105	101105	201105	301105	你可真会给我找事情做，我说了多少次，不要长时间的意识连接，你这是想我把你从连接仓里抱出来吗？	你可真会给我找事情做，我说了多少次，不要长时间的意识连接，你这是想我把你从连接仓里抱出来吗？	你可真会给我找事情做，我说了多少次，不要长时间的意识连接，你这是想我把你从连接仓里抱出来吗？
101106	101106	201106	301106	早，准备好了就开始作战吧。	早，准备好了就开始作战吧。	早，准备好了就开始作战吧。
101107	101107	201107	301107	分析数据已经准备好，你要是已经清醒了就开始讨论吧。	分析数据已经准备好，你要是已经清醒了就开始讨论吧。	分析数据已经准备好，你要是已经清醒了就开始讨论吧。
101108	101108	201108	301108	来得正巧，我有几个实验数据好像出来问题，我们可能得在实验室研究一整天了。	来得正巧，我有几个实验数据好像出来问题，我们可能得在实验室研究一整天了。	来得正巧，我有几个实验数据好像出来问题，我们可能得在实验室研究一整天了。
101109	101109	201109	301109	这是我们新任的指挥官吗？我怎么看着有点眼熟？	这是我们新任的指挥官吗？我怎么看着有点眼熟？	这是我们新任的指挥官吗？我怎么看着有点眼熟？
101110	101110	201110	301110	果然待机通讯是正确的选择，欢迎回来，指挥官。	果然待机通讯是正确的选择，欢迎回来，指挥官。	果然待机通讯是正确的选择，欢迎回来，指挥官。
101111	101111	201111	301111	只是刚好今天轮到我值班罢了，并没有刻意在这里等你回来。	只是刚好今天轮到我值班罢了，并没有刻意在这里等你回来。	只是刚好今天轮到我值班罢了，并没有刻意在这里等你回来。
101112	101112	201112	301112	谢谢你又回到我身边了。	谢谢你又回到我身边了。	谢谢你又回到我身边了。
101151	101151	201151	301151	没有人能躲过我的子弹。	没有人能躲过我的子弹。	没有人能躲过我的子弹。
101152	101152	201152	301152	呵，还想逃吗？	呵，还想逃吗？	呵，还想逃吗？
101153	101153	201153	301153	放弃挣扎吧。	放弃挣扎吧。	放弃挣扎吧。
101154	101154	201154	301154	无论如何你们的结局只有一个！	无论如何你们的结局只有一个！	无论如何你们的结局只有一个！
101155	101155	201155	301155	呿……有两下子……	呿……有两下子……	呿……有两下子……
101156	101156	201156	301156	有些不妥。	有些不妥。	有些不妥。
101157	101157	201157	301157	别害怕……我……	别害怕……我……	别害怕……我……
101158	101158	201158	301158	有我在，没问题。	有我在，没问题。	有我在，没问题。
101159	101159	201159	301159	给我命令吧。	给我命令吧。	给我命令吧。
101160	101160	201160	301160	没有人能躲过我的子弹。	没有人能躲过我的子弹。	没有人能躲过我的子弹。
101161	101161	201161	301161	呵，还想逃吗？	呵，还想逃吗？	呵，还想逃吗？
101162	101162	201162	301162	放弃挣扎吧。	放弃挣扎吧。	放弃挣扎吧。
101163	101163	201163	301163	无论如何你们的结局只有一个！	无论如何你们的结局只有一个！	无论如何你们的结局只有一个！
101164	101164	201164	301164	呿……有两下子……	呿……有两下子……	呿……有两下子……
101165	101165	201165	301165	有些不妥。	有些不妥。	有些不妥。
101166	101166	201166	301166	别害怕……我……	别害怕……我……	别害怕……我……
101167	101167	201167	301167	有我在，没问题。	有我在，没问题。	有我在，没问题。
101168	101168	201168	301168	给我命令吧。	给我命令吧。	给我命令吧。
101169	101169	201169	301169	嗯，我觉得我枪法不错。	嗯，我觉得我枪法不错。	嗯，我觉得我枪法不错。
101113	101113	201113	301113	这是当然的。	这是当然的。	这是当然的。
101114	101114	201114	301114	感觉还不错，希望能继续加强	感觉还不错，希望能继续加强	感觉还不错，希望能继续加强
101115	101115	201115	301115	不过如此，还有提升空间。	不过如此，还有提升空间。	不过如此，还有提升空间。
101116	101116	201116	301116	这个行动模式，今后可以常用。	这个行动模式，今后可以常用。	这个行动模式，今后可以常用。
101117	101117	201117	301117	嗯，挺趁手的，不错。	嗯，挺趁手的，不错。	嗯，挺趁手的，不错。
106001	106001	206001	306001	我是神威，今后请多指教了啊，指挥官！	我是神威，今后请多指教了啊，指挥官！	我是神威，今后请多指教了啊，指挥官！
106002	106002	206002	306002	我呢我呢？！	我呢我呢？！	我呢我呢？！
106003	106003	206003	306003	嗯嗯！	嗯嗯！	嗯嗯！
106004	106004	206004	306004	嘿嘿嘿！	嘿嘿嘿！	嘿嘿嘿！
106005	106005	206005	306005	哈？！？！	哈？！？！	哈？！？！
106006	106006	206006	306006	继续继续~不要停~！	继续继续~不要停~！	继续继续~不要停~！
106007	106007	206007	306007	嗯嗯嗯，我感受到力量在注入！	嗯嗯嗯，我感受到力量在注入！	嗯嗯嗯，我感受到力量在注入！
106008	106008	206008	306008	辛苦啦指挥官！我觉得我还有提升空间的！	辛苦啦指挥官！我觉得我还有提升空间的！	辛苦啦指挥官！我觉得我还有提升空间的！
106009	106009	206009	306009	嗯，不错~感觉更加强大啦！	嗯，不错~感觉更加强大啦！	嗯，不错~感觉更加强大啦！
106010	106010	206010	306010	哇！是新武器！一定可以所向披靡！	哇！是新武器！一定可以所向披靡！	哇！是新武器！一定可以所向披靡！
106011	106011	206011	306011	有邮件啊，是谁发来的？	有邮件啊，是谁发来的？	有邮件啊，是谁发来的？
106012	106012	206012	306012	哈，轮到我出场了！	哈，轮到我出场了！	哈，轮到我出场了！
106013	106013	206013	306013	哇队长！我一定会带领大家取得胜利的！	哇队长！我一定会带领大家取得胜利的！	哇队长！我一定会带领大家取得胜利的！
106014	106014	206014	306014	刚才的任务有额外奖励，要是武器的话就好了！	刚才的任务有额外奖励，要是武器的话就好了！	刚才的任务有额外奖励，要是武器的话就好了！
106015	106015	206015	306015	干得漂亮~有对应的任务奖励哦！	干得漂亮~有对应的任务奖励哦！	干得漂亮~有对应的任务奖励哦！
106016	106016	206016	306016	嘿——！早上好！做好准备迎接战斗了吗！	嘿——！早上好！做好准备迎接战斗了吗！	嘿——！早上好！做好准备迎接战斗了吗！
106017	106017	206017	306017	我还挺想体验一下人类的饥饿感……不过我们只要有能源就好，也挺方便不是吗？	我还挺想体验一下人类的饥饿感……不过我们只要有能源就好，也挺方便不是吗？	我还挺想体验一下人类的饥饿感……不过我们只要有能源就好，也挺方便不是吗？
106018	106018	206018	306018	这么晚，是想看星星吗？	这么晚，是想看星星吗？	这么晚，是想看星星吗？
106019	106019	206019	306019	指挥官——什么时候再带我去出任务啊——！	指挥官——什么时候再带我去出任务啊——！	指挥官——什么时候再带我去出任务啊——！
106020	106020	206020	306020	哎，指挥官，你有画过画吗？	哎，指挥官，你有画过画吗？	哎，指挥官，你有画过画吗？
106021	106021	206021	306021	我也不是只知道战斗，但战斗才是我们的工作，露西亚不也是这样吗？	我也不是只知道战斗，但战斗才是我们的工作，露西亚不也是这样吗？	我也不是只知道战斗，但战斗才是我们的工作，露西亚不也是这样吗？
106022	106022	206022	306022	一想到能和你并肩战斗，我就觉得浑身都充满了力量~	一想到能和你并肩战斗，我就觉得浑身都充满了力量~	一想到能和你并肩战斗，我就觉得浑身都充满了力量~
106023	106023	206023	306023	我很容易懂？哼！你的潜台词是不是在说我傻！	我很容易懂？哼！你的潜台词是不是在说我傻！	我很容易懂？哼！你的潜台词是不是在说我傻！
106024	106024	206024	306024	人类可以做梦，那你会梦见我吗？	人类可以做梦，那你会梦见我吗？	人类可以做梦，那你会梦见我吗？
106025	106025	206025	306025	我会为了你，一直勇往直前的。	我会为了你，一直勇往直前的。	我会为了你，一直勇往直前的。
106026	106026	206026	306026	我就像是太阳？那你要成为属于我的月亮吗？	我就像是太阳？那你要成为属于我的月亮吗？	我就像是太阳？那你要成为属于我的月亮吗？
106027	106027	206027	306027	就算不可能，我也想成为你的唯一。	就算不可能，我也想成为你的唯一。	就算不可能，我也想成为你的唯一。
106028	106028	206028	306028	嗯嗯，我们是好兄弟！	嗯嗯，我们是好兄弟！	嗯嗯，我们是好兄弟！
106029	106029	206029	306029	嘿，有机会的话当面切磋一下怎么样！	嘿，有机会的话当面切磋一下怎么样！	嘿，有机会的话当面切磋一下怎么样！
106031	106031	206031	306031	能和你关系密切一点，我也很开心呀！	能和你关系密切一点，我也很开心呀！	能和你关系密切一点，我也很开心呀！
106032	106032	206032	306032	以后也请多多关照！	以后也请多多关照！	以后也请多多关照！
106033	106033	206033	306033	人类应该不会和所有人都达到这样的关系吧？	人类应该不会和所有人都达到这样的关系吧？	人类应该不会和所有人都达到这样的关系吧？
106034	106034	206034	306034	嘿嘿，没什么，就是想对你笑一下。	嘿嘿，没什么，就是想对你笑一下。	嘿嘿，没什么，就是想对你笑一下。
106035	106035	206035	306035	我的意识海，好像从内而外地接纳了你。	我的意识海，好像从内而外地接纳了你。	我的意识海，好像从内而外地接纳了你。
106036	106036	206036	306036	好奇妙，我似乎快要对你产生感情了……	好奇妙，我似乎快要对你产生感情了……	好奇妙，我似乎快要对你产生感情了……
106037	106037	206037	306037	这个看上去很有意思，就给你捎了一份！	这个看上去很有意思，就给你捎了一份！	这个看上去很有意思，就给你捎了一份！
106038	106038	206038	306038	我看到这个的时候就想到你啦！	我看到这个的时候就想到你啦！	我看到这个的时候就想到你啦！
106039	106039	206039	306039	这可是我从里手里抢来的！你可要好好收着~	这可是我从里手里抢来的！你可要好好收着~	这可是我从里手里抢来的！你可要好好收着~
106040	106040	206040	306040	我不管，我送的你就一定要喜欢才行！	我不管，我送的你就一定要喜欢才行！	我不管，我送的你就一定要喜欢才行！
106041	106041	206041	306041	人呢人呢~？	人呢人呢~？	人呢人呢~？
106042	106042	206042	306042	哎~你怎么不理我啦？	哎~你怎么不理我啦？	哎~你怎么不理我啦？
106043	106043	206043	306043	我好无聊啊——来陪我玩嘛——	我好无聊啊——来陪我玩嘛——	我好无聊啊——来陪我玩嘛——
106044	106044	206044	306044	你怎么忍心这么长时间不理我！	你怎么忍心这么长时间不理我！	你怎么忍心这么长时间不理我！
106045	106045	206045	306045	指挥官~我觉得你需要休息一下了，意识连接已经超过1小时咯？	指挥官~我觉得你需要休息一下了，意识连接已经超过1小时咯？	指挥官~我觉得你需要休息一下了，意识连接已经超过1小时咯？
106046	106046	206046	306046	连接了这么久不会很辛苦吗？休息一下吧！	连接了这么久不会很辛苦吗？休息一下吧！	连接了这么久不会很辛苦吗？休息一下吧！
